$Culture,$Criticality,$CriticalityModifier,$InitialKnown,InterDependency,$Dynamism,$Size,$Plan,$TeamSize,$Cost,<Score,<Completion,<Idle
0.12654623409659105,1.215756245908234,5,0.7868751405333358,94,7,1,2,11,524.5703756057799,0.933642967310073,0.8064516129032258,0.07407407407407407
0.14305638592760228,1.06329966519142,7,0.8705177646317378,91,1,1,1,13,676.6702859163029,0.9401587856241972,0.9130434782608695,0.5961538461538461
0.15073966480858436,0.9632527227572367,4,0.6020202780869403,94,8,0,1,18,181.41510540043475,0.9126049687620269,0.8888888888888888,0.0
0.1470616968916328,0.9489011994558996,4,0.8934799491388563,99,8,1,4,18,397.7722219543334,0.9422161697972267,0.9655172413793104,0.06666666666666665
0.14891782356829572,1.111932831449165,4,0.9117656637634778,83,8,1,2,14,310.06452952528554,0.9551960636345891,0.3577981651376147,0.0
0.18587392602245695,1.0421763139830655,3,0.9482905447225852,99,2,1,3,17,324.2105250604616,0.9770728381951789,0.925,0.09756097560975607
0.10990519713308969,1.0622274927778939,4,0.7047066298316779,83,7,1,0,19,473.9198569745451,0.932955642169402,0.967741935483871,0.0625
0.19640002132745607,1.2083469946822403,2,0.6648277479590406,96,1,0,0,17,100.76953784591596,0.8653307696849692,1.0,0.4285714285714286
0.11842694731752042,1.0388869799317093,5,0.7905063309265866,87,2,1,3,10,563.5987260254814,0.9883909649007144,0.8787878787878788,0.0
0.18967225482410593,1.1664629577311674,5,0.9011274188420811,96,8,1,1,17,563.2063408910556,0.8926122994090312,0.8857142857142857,0.2790697674418605
0.1474567596487175,1.1098043833002422,5,0.6582952094028421,94,5,0,1,11,415.3305729417228,0.9162897694052969,0.8888888888888888,0.3846153846153846
0.12928014514785685,1.1179019390074245,4,0.6541821060882717,83,2,0,0,13,217.26314415114652,0.9781588009600701,0.9090909090909091,0.375
0.166495368770451,0.9803812174807591,7,0.6214707831895433,96,5,0,0,16,356.3445607170646,0.8666520148625605,1.0,0.4285714285714286
0.1208027504656925,1.0291812795768986,7,0.9419200271319292,80,4,0,2,16,484.29908598721516,0.9364511351548348,0.9333333333333333,0.43999999999999995
0.15761820658728937,1.1942161312399853,4,0.6214739973018859,80,4,1,1,10,477.25011909329925,0.9352862105465762,0.9210526315789473,0.36363636363636365
0.1871866950637925,1.2338004107404827,6,0.7584492102250845,95,3,1,2,11,817.2838749101173,0.8936365609678676,0.9285714285714286,0.4
0.19850143891947503,1.2498642059352245,4,0.8537360580623651,94,9,1,3,12,441.4163650173777,0.7878526172325959,0.8441558441558441,0.26136363636363635
0.136124049813672,1.0932973481881927,3,0.8946488080966428,95,1,0,3,14,235.0836332234136,0.9315156934083845,1.0,0.631578947368421
0.16519226804944476,1.2424837956172259,5,0.9217356274940243,83,1,1,2,11,533.5263315290741,0.9721220357939035,0.71875,0.0
0.19979451363832096,1.1042055224436909,2,0.6089151904900223,83,7,1,3,19,257.24731207580186,0.8648574647880335,0.9354838709677419,0.42000000000000004
0.17019234706661102,0.9295671308917365,4,0.6304546147561249,82,2,1,1,14,305.6833688696748,0.9858718880236277,0.7796610169491526,0.0
0.16658577752502648,0.8787603987983662,3,0.6335878842284224,93,1,1,2,19,291.6395691374176,0.9316106304743936,0.9230769230769231,0.4782608695652174
0.1954904603679621,1.0796454412164602,2,0.8852722400187194,80,8,1,0,16,184.49981466903947,0.8853282906631613,0.9555555555555556,0.21818181818181814
0.13836628242741394,1.1260394284474893,5,0.8479631488049543,87,8,1,3,12,545.3772382109772,0.8860707117695769,0.9166666666666666,0.3015873015873016
0.12614686211543602,1.1181001750516515,6,0.7665975538877158,94,3,0,3,16,378.8884640367387,0.9489586360854245,0.875,0.0
0.1121175968194671,0.8827807589700223,2,0.8961580957334958,99,8,0,4,17,133.99863212366353,0.9227403635868857,0.9166666666666666,0.15384615384615385
0.13332195960738086,1.001723196109061,5,0.7908810798416954,83,7,0,0,11,313.9244532979465,0.9530197474674569,1.0,0.0
0.13271064999214904,0.831340571910519,7,0.8721586919038186,95,1,0,4,14,305.78780695019947,0.962131624217051,0.9375,0.0625
0.15932680574910113,1.1647431090643163,3,0.833130555979994,98,9,1,2,13,366.6217696281949,0.8320162408207683,0.8947368421052632,0.423728813559322
0.1965469692615094,0.8937933544072411,2,0.7938271538187905,80,7,1,1,11,143.72571984201124,0.8506657305935537,0.9310344827586207,0.44329896907216493
0.10434559278180866,0.972014635704668,7,0.8927530781284501,94,7,0,1,19,431.7113302461088,0.9633484762705402,0.6666666666666666,0.0
0.1066075989062592,1.2193354932009994,2,0.7189944988580859,86,4,0,4,13,130.22079248173097,0.947485920362745,0.9333333333333333,0.4814814814814815
0.18777247816222575,1.1890537628684956,7,0.792985487917036,85,7,1,3,18,947.577528001331,0.8358535635909649,0.9583333333333334,0.3727272727272727
0.13081894659300788,1.199215615958391,6,0.6141778728722331,87,5,1,1,18,810.5033402643229,0.9173774494192077,0.8913043478260869,0.31666666666666665
0.12012942996310583,1.2156662531898084,5,0.7125270879042537,99,7,0,3,17,509.4960596958508,0.9382932218148572,0.7692307692307693,0.0
0.1509026827954001,1.1140326091364325,6,0.6953963248350818,94,1,0,4,12,423.98147604531226,0.9352210991009325,0.85,0.2272727272727273
0.11770960629763504,1.001397022471278,4,0.6929791074808589,81,9,0,2,17,236.1880430374299,0.9507757404368027,0.8333333333333334,0.0
0.1708606353223041,0.8754955403863431,7,0.7135495108902871,86,4,0,2,13,415.3087723539113,0.9349813657999149,0.9,0.55
0.12898273598264523,1.0782665315165656,7,0.6694814125928835,80,9,0,4,12,564.4347112831083,0.8971352632635042,0.9,0.18181818181818177
0.13249609411515514,0.8884683677665448,6,0.6569579436426037,86,9,0,4,12,251.10071898235037,0.8720694936626399,1.0,0.18181818181818177
0.11493425504301757,0.9070817904268853,6,0.8293172442572119,95,1,1,2,16,484.2418823605694,0.9493264636574834,0.9661016949152542,0.18571428571428572
0.16566270206767744,1.243190039240882,6,0.9414592039209345,83,1,1,1,16,733.0152869136452,0.9203928058022068,0.8913043478260869,0.5729166666666667
0.1576185238686412,1.1607960800074424,2,0.7375722989047536,93,2,0,2,18,129.6875120362698,0.9919402283916119,0.875,0.0
0.15348522783274587,1.1847615764821406,3,0.6877233308379509,82,5,0,1,18,227.17579616136567,0.9197752108938368,0.9047619047619048,0.3214285714285714
0.15388254898213888,1.1878039571185475,4,0.9415043947620232,91,9,1,2,17,405.33092982332164,0.9259635265789581,0.7045454545454546,0.0
0.16070211900429707,0.9068167943221256,7,0.6697545150386772,96,9,0,2,10,359.709881075227,0.8852331566059688,0.8181818181818182,0.18181818181818177
0.12515590554094091,1.0964460880556313,4,0.7909515310244859,87,6,1,2,14,412.6489379878649,0.9357825550872678,0.8536585365853658,0.07894736842105265
0.1975248073167956,1.0102467197219505,6,0.6490400965543649,97,5,0,4,12,413.2717802775129,0.9568787673461515,0.5,0.0
0.16848635262029404,0.9074165721296141,5,0.6405299734362866,81,6,1,2,16,393.83002534337595,0.8912589444618237,0.9565217391304348,0.4054054054054054
0.14407275963242605,1.0838260679945646,5,0.735411554413258,89,9,1,4,13,366.948670818419,0.9384691512148094,0.6307692307692307,0.0
0.1697325244104,1.1481985916644335,4,0.839011633940972,89,5,0,2,18,41.677285681856176,0.8559336900543582,0.2857142857142857,0.0
0.11889260218841047,1.207660227734027,6,0.8680683119646433,83,8,0,3,13,504.74145682250946,0.9519409991643143,1.0,0.2222222222222222
0.10300700326428422,1.1805582524023783,2,0.706125786107329,92,1,0,1,17,144.41654968745667,0.9504512942683332,0.9230769230769231,0.5
0.1535294644707972,1.0480449472865176,7,0.6947015732700309,94,8,0,3,15,532.7419415614138,0.9019024377458339,0.9130434782608695,0.30000000000000004
0.14229942727829847,1.0716827316141728,5,0.7954376368689611,95,3,1,4,16,614.4464270814093,0.9214666926099196,0.9354838709677419,0.4528301886792453
0.15664797814457748,1.1247371060130613,3,0.869887573378713,93,2,0,3,14,185.63555123743237,0.9719984572226256,0.8636363636363636,0.20833333333333337
0.12018473830418652,0.8681988033052894,6,0.8661045739270475,86,7,0,0,12,272.78844867996236,0.9102257182771385,0.9,0.18181818181818177
0.1456467993305413,0.8634317072566108,3,0.8953389767669467,86,9,0,0,13,294.7669931300803,1.0,0.25,0.0
0.13827244262943209,1.1959445802143074,5,0.8201499621709742,89,9,0,1,13,489.28945076427135,0.8761418819234973,1.0,0.42105263157894735
0.18942133530880884,1.1815139722325265,2,0.7500955952485541,86,4,1,1,11,194.54722926393814,0.9325295104090424,0.9180327868852459,0.5
0.15735098532798159,1.2596132829363456,2,0.6387250876495417,89,9,1,3,19,245.94254760023233,0.7879113789557448,0.8541666666666666,0.5176470588235293
0.19789225613976671,1.19682714843298,7,0.7969009556755695,81,3,1,1,16,837.604184829123,0.8785487750687556,0.8333333333333334,0.453125
0.12449071685962981,1.2356338254005328,7,0.689573599280496,90,6,0,4,11,723.1246212087198,0.9427252558260455,0.9166666666666666,0.3529411764705882
0.12601398837466088,1.1267696024121465,7,0.6365254922158712,89,6,0,0,18,631.1181953176906,0.9083362737190294,1.0,0.3846153846153846
0.1748924267595232,1.1925726834197907,7,0.6201614893157397,89,1,0,1,11,587.8589760698255,0.9367882405827159,0.9,0.5714285714285714
0.10244151686548793,1.0093025637578372,6,0.7104713705310135,91,7,1,3,12,517.7644899996865,0.947064953566975,0.796875,0.17741935483870963
0.11416708635309092,1.1953337590526394,7,0.8648274439011765,86,3,0,0,19,621.0451835291891,0.9577389832158765,0.7368421052631579,0.0
0.12155384917366199,1.2411253635320187,3,0.6098626936068552,88,7,1,3,10,288.5943457045682,0.9027913952147153,0.9305555555555556,0.22093023255813948
0.10670949351327683,0.8665902737838144,3,0.6308047643754862,82,8,1,4,19,249.01042665533984,0.9587096337118,0.8148148148148148,0.0
0.1832943358176347,1.2486481089114763,4,0.8144128158237636,96,3,0,2,12,249.1841717563847,0.9124865164725929,0.8571428571428571,0.5384615384615384
0.13683156190134804,0.8985371376536215,2,0.731941111648355,84,4,0,0,15,101.81841525997525,0.9607164625909417,0.9230769230769231,0.4545454545454546
0.1852565941393945,1.0507205373172037,3,0.8198948672881814,81,1,0,1,13,185.62616181376808,0.9436098955796829,0.9090909090909091,0.4444444444444444
0.18932735874967976,0.9276043481243847,6,0.7247144626568442,89,9,1,3,15,429.910487908987,0.8366274054088155,0.8867924528301887,0.381578947368421
0.16308569529207295,0.9184350135518113,4,0.924452758942611,82,4,0,2,14,220.5590829818956,0.9945564141171879,0.3,0.0
0.12519054369076055,0.9030039335098373,5,0.9397362980280255,86,4,1,1,19,343.8459431844536,0.953123023393216,0.9555555555555556,0.5943396226415094
0.16207340318080893,1.0168643248898783,4,0.7016537228273287,91,8,1,2,11,353.7265270257324,0.8704239406554527,0.8775510204081632,0.21818181818181814
0.18670759354798447,0.9801581708490807,3,0.9471794929881838,93,5,0,2,10,140.6182265140765,0.9456256157717535,0.875,0.0
0.14770848263958677,1.1900760397834256,7,0.9282203606088112,84,8,1,0,15,887.4018368365557,0.9142361267730977,0.8695652173913043,0.06976744186046513
0.1941630097572683,1.1597339623917287,4,0.8380204221166665,86,9,0,0,17,240.3086727538526,0.904516418153858,0.75,0.0
0.14932714783350093,1.160742249136019,7,0.8507066029819038,85,6,1,2,19,856.3927627866151,0.9303414140220335,0.9069767441860465,0.09302325581395354
0.12606577742943414,1.064402472937634,4,0.8717071180545155,95,9,1,3,10,427.4897760276813,0.8693687885066592,0.9333333333333333,0.3913043478260869
0.17728766482446034,1.1520225710387215,2,0.7568149557617906,91,7,1,1,14,191.10358004127636,0.9239541810329608,0.8,0.0
0.12082709822104061,1.0175021542048146,4,0.6033104069256021,89,9,0,0,16,228.19115737570638,0.8173016144681872,0.9090909090909091,0.16666666666666663
0.11103980777309294,0.8824855988964646,2,0.9402415704463277,98,8,1,3,16,211.3274534961739,0.955104306811448,0.8846153846153846,0.14814814814814814
0.17372462219605359,0.8864238555206716,4,0.7019908362473326,92,3,0,2,14,228.04616484605154,0.9439465030838358,0.875,0.0
0.11112837155166064,1.0031497746744795,2,0.7194651769911689,84,4,1,3,17,199.62963144455975,0.9499761570167925,1.0,0.5625
0.10914270038309072,0.9025393840138302,6,0.7349061763593008,94,5,1,2,19,542.7699046760846,0.9628543213451655,0.7906976744186046,0.0
0.12606143173931325,1.0349610097301725,3,0.8692465721654382,82,3,1,0,15,300.90144760666965,0.9139919001966899,1.0,0.4044943820224719
0.14519934543734145,1.0645495972458803,3,0.8303042000315556,95,8,0,3,15,263.7510714783369,0.9416263522929089,0.4166666666666667,0.0
0.14749693942630895,0.91633256659304,7,0.9073005770895619,86,2,0,0,14,195.5591607261558,0.9506264328775689,0.9,0.3076923076923077
0.1887602564271183,0.9490272501624389,4,0.7196677164328877,85,1,1,2,17,271.6478848234679,0.969121069326634,0.7837837837837838,0.0
0.11719389246626882,1.0481119503466332,2,0.7769740081636141,91,8,0,3,18,88.65975710237008,0.9034717416788707,0.8,0.11111111111111116
0.14925221293819915,1.0415745180424558,2,0.8539951133209769,85,1,0,4,13,72.69479349545745,0.9282279311387702,1.0,0.33333333333333337
0.19696352750055313,1.255314380254199,5,0.931135476883789,97,1,1,4,19,716.8074576113667,0.9161993061862833,0.9591836734693877,0.28787878787878785
0.18432467543936507,1.0258103675855554,7,0.8323858381516114,88,5,1,1,10,706.0236918153444,0.9059076400513053,0.972972972972973,0.368421052631579
0.16910275771928746,1.171339764242379,7,0.9267720528807543,98,2,1,2,11,835.1183998104337,0.9840947969461321,0.7560975609756098,0.0
0.13160071933446557,0.883190871896434,7,0.844310259322329,81,4,1,3,11,536.8009575519352,0.9410911431095447,0.9310344827586207,0.47058823529411764
0.1978363322657927,0.8797064784835489,4,0.6448198220312482,98,2,1,1,16,281.48291846586386,0.9563438312115465,0.8933333333333333,0.3738317757009346
0.1911116174313008,1.2448622730744001,5,0.8881673715342726,89,4,0,4,17,521.7705671881369,0.9270192066262024,0.8,0.0
0.14688326434188806,1.2540772029446055,2,0.650120965371866,89,6,0,3,10,176.55609331063624,0.8701913758945289,1.0,0.5
0.13205334908173033,1.0412897657511118,4,0.8412414544908313,81,8,1,1,10,344.9077923698403,0.9337025725046137,0.84375,0.4953271028037384
0.13980989543576922,1.1819503865559744,7,0.871888879871787,83,9,1,4,15,999.7363294388936,0.8311395367372283,0.96875,0.42592592592592593
0.1492613440046433,1.0643009638142154,7,0.8346661942796554,97,6,0,4,16,491.37757957045443,0.9388251088185141,0.85,0.0
0.18394435928141145,0.8487640552534681,2,0.9035259891068561,85,2,1,3,16,193.79595101380272,0.9491841214520329,0.9642857142857143,0.45999999999999996
0.15737875564054965,1.037179613764303,5,0.8453299621285241,97,6,0,4,15,304.62749425354144,0.9641502097036435,0.7222222222222222,0.0
0.1521022501296895,1.1115163184717733,4,0.8906367247835598,97,5,1,4,13,365.498601674864,0.9606658946182359,0.38461538461538464,0.0
0.12289167661854923,1.2364262113113107,6,0.7283490430813915,95,8,1,0,15,726.6868747622079,0.8719240605369151,0.9358974358974359,0.32407407407407407
0.10479015548570192,0.8874998802147961,3,0.8511291914295341,94,7,0,3,14,234.2077728257127,0.9604323064553012,0.8571428571428571,0.1428571428571429
0.15722299515615842,1.2286249138202416,3,0.7774771923188578,99,2,0,3,11,175.4975763057966,0.9750935344665611,0.875,0.41666666666666663
0.10531828759315298,1.1019375687161694,3,0.628823499763472,90,6,0,3,11,178.56575602028025,0.9633725801563162,0.8181818181818182,0.18181818181818177
0.14759710906615964,1.2521763880641437,5,0.7083260553776775,99,5,1,3,19,601.9319945068283,0.9311128867863322,0.8,0.052631578947368474
0.1757738705736153,0.9841337669928758,2,0.9089959381307471,90,6,0,0,16,113.89106161391555,0.8736481122316575,0.9,0.5263157894736843
0.14060443050790603,0.9963915842573645,5,0.8340637907833575,91,1,0,1,16,319.03142778698134,0.9707503452321393,0.9166666666666666,0.3125
0.17022364347034677,1.0056709363535448,3,0.6434489229480072,93,2,1,2,16,244.2278889014571,0.9676878907362939,0.9104477611940298,0.37755102040816324
0.11496433564532996,1.195232207273624,5,0.6007556197100767,93,9,0,4,16,369.6174094008489,0.9288605568269045,1.0,0.30000000000000004
0.10666387576787272,1.142499326112281,6,0.7430492633667098,88,1,0,4,14,428.92217888673684,0.9753089765557846,0.8125,0.0714285714285714
0.164372905061056,1.0116497831680227,4,0.9293372391360926,81,3,0,4,10,233.6912360725403,0.9666522833792751,0.7368421052631579,0.0
0.15342135872883647,1.045413525686659,2,0.926149471889528,98,3,1,1,14,213.6262398365337,0.9180026710082485,0.9714285714285714,0.5342465753424658
0.16031982076047646,1.046788004734397,3,0.7399620725374623,83,5,0,4,16,208.587483826927,0.8999992661426227,1.0,0.41666666666666663
0.15241275867732962,0.9332827553983867,6,0.8417079585739808,81,6,1,3,14,484.93000595493464,0.8951136772309185,0.9459459459459459,0.4852941176470589
0.19788138838484598,0.906236355247733,4,0.8500265688611316,96,3,1,1,14,317.1714174120375,0.9075341142766268,0.9714285714285714,0.5952380952380952
0.1198923793412406,0.8435550218029038,5,0.6987554727323536,88,6,0,4,10,256.35144757235116,0.9753176994393001,0.4,0.0
0.10012830546287932,1.1756429790877134,3,0.7412666537554895,90,4,1,4,13,282.9818305312068,0.9378053623727136,0.8333333333333334,0.3867924528301887
0.17388985929523978,1.1848968548323529,3,0.91308160447264,82,4,0,0,11,214.34656742184526,0.9526786171601843,1.0,0.3846153846153846
0.14605856275011445,0.8548865193470697,6,0.8826529423889347,83,3,0,4,17,267.5404981673468,0.8846019620829024,0.9166666666666666,0.5217391304347826
0.19384039203798467,0.9139104393605441,3,0.69110802230737,82,7,1,0,12,232.00860294817423,0.8734802556908141,0.9473684210526315,0.16279069767441856
0.1312916058443808,1.1647375859350542,7,0.8688093135373692,90,6,0,2,13,493.0941775455729,0.9205095304445715,0.8571428571428571,0.6
0.12890553366332644,0.8692079345687641,5,0.8345398439162276,82,9,0,0,16,214.50825734242437,0.8581742806042308,1.0,0.55
0.1663707500063083,1.1329828403818334,7,0.8184395089494606,92,4,0,4,11,539.4291411576681,0.9470145968366307,0.8,0.22580645161290325
0.1866015586255176,0.8999739815895452,7,0.7763409998664134,94,9,1,4,11,528.2051523893919,0.791471166698402,1.0,0.4065934065934066
0.16014993998678612,1.1805708690001262,6,0.8298471357836648,89,7,1,1,15,830.9653109395629,0.8772882370535535,0.9069767441860465,0.2777777777777778
0.10516542086861502,1.1892249334923781,2,0.743798025154725,91,4,1,3,11,180.98235705420055,0.9668951888436937,0.8571428571428571,0.11111111111111116
0.17181437463851446,1.030812974442193,4,0.7719275952459611,87,6,1,1,18,454.6948586505412,0.9545070157018396,0.90625,0.19444444444444442
0.19617011445738508,1.2274597571990893,2,0.8637476082603406,97,5,1,3,17,272.2000890918627,0.8395273521564286,0.9722222222222222,0.4444444444444444
0.12180605320683985,1.1298465759122802,5,0.7034582448874932,81,5,0,1,19,387.29979494196004,0.912999513856582,0.875,0.36363636363636365
0.12177604391940437,0.960437601582339,3,0.9358498720938029,85,7,0,4,17,114.92096703265088,0.8545689317056971,1.0,0.4375
0.16244477912059244,0.8809898882222267,5,0.8300648634282642,80,9,0,0,12,253.36229113020596,0.9327111614733483,0.7647058823529411,0.0
0.14626211612741732,1.0513263110637667,2,0.6540049370719352,82,7,1,0,12,212.52335916987357,0.9349898993223283,0.7142857142857143,0.0
0.1622558062893877,1.1287659738409794,7,0.8709120882545398,90,9,0,4,15,594.5979049668936,0.9122405032617986,0.8,0.11111111111111116
0.146139652311386,1.1591210140045776,6,0.7325860742491064,87,9,0,4,17,444.9129167062885,0.8689440395491675,0.9166666666666666,0.47619047619047616
0.17786450262710016,0.825683020011397,3,0.6281908161206567,82,3,1,3,11,191.68122266780938,0.947068710553409,0.6451612903225806,0.0
0.16356250494791896,0.858664261913394,4,0.9236641579674436,99,8,0,3,10,185.0065889492504,0.9338647517627428,1.0,0.09999999999999998
0.1851170862344194,1.11461816232545,4,0.889293996601062,81,8,1,0,17,459.39542855982006,0.8831231660593694,0.9534883720930233,0.3787878787878788
0.14495020868139974,0.9517547986009366,6,0.8927843265578201,92,9,1,4,16,628.1134384765284,0.9281540212529927,0.8823529411764706,0.0
0.10326443970821471,1.220696394371841,6,0.9464904362740654,85,8,0,3,14,539.7415734816032,0.9662603087170969,0.9,0.09999999999999998
0.17996731104098546,1.142882073444329,3,0.618403073682828,84,4,1,2,11,349.9284359129364,0.9629596707387317,0.896551724137931,0.0714285714285714
0.15321615063911914,1.0165805741132117,7,0.6030893461429275,93,5,1,4,13,627.1720441462974,0.851458061322389,0.9772727272727273,0.42666666666666664
0.16475570019720165,1.2534546824212525,5,0.6681735701689313,88,5,1,1,16,861.4846927870824,0.8973882489142487,0.9285714285714286,0.03703703703703709
0.11842041654947849,1.1243447208646589,5,0.9277507437250763,83,4,0,2,16,375.28884456855485,0.9396850342829036,0.8695652173913043,0.4871794871794872
0.11185609462769519,1.1286881548688048,4,0.8754842728333527,95,2,1,4,10,587.4861747498725,0.9838258320016413,0.9629629629629629,0.35
0.17412249006352487,1.057938473826221,6,0.7528833420325395,80,5,0,2,16,361.64291589708404,0.8099945759791529,0.875,0.631578947368421
0.15584558827145872,0.8594321483169344,6,0.8552090406907673,95,7,0,3,15,230.50653620605715,0.8962347768027372,0.8125,0.23529411764705888
0.14755776440678925,1.174205750170934,5,0.8544108678383335,84,8,1,3,18,563.0273467456957,0.867816272251167,0.9655172413793104,0.5087719298245614
0.13303301417773092,1.025707725392426,6,0.6491271724475548,98,5,1,2,14,603.2907534492725,0.9256027295444913,0.8775510204081632,0.12244897959183676
0.19628096145216894,0.8987176811325425,6,0.7091748634150492,91,6,0,1,14,284.8147356294008,0.8589784212097353,0.875,0.6666666666666667
0.11991239960464917,0.8738512332430651,6,0.6161442854392633,88,5,0,1,19,295.38105781441396,0.9274784517465784,1.0,0.5882352941176471
0.14552943870975749,0.8520266149696931,7,0.8408116885252546,93,7,1,4,19,463.15980564424154,0.8526711925644396,0.984375,0.3571428571428571
0.12837397946772677,1.1123755971625595,7,0.8077906363980261,92,9,0,0,15,632.0954498443992,0.8592570392960394,0.9,0.4375
0.19188389743425172,0.9198782493846083,3,0.6778197922293168,99,7,1,0,17,225.5597467860922,0.8031317063059558,0.8170731707317073,0.2471910112359551
0.15623092528559485,0.9820029607553135,4,0.6224507998376854,80,2,0,3,12,248.80830831494416,0.990896321611849,0.8888888888888888,0.0
0.10871263979366261,1.0158940126442266,5,0.7828422798270976,94,2,1,2,17,497.3111938746849,0.9698690337388806,0.9318181818181818,0.3970588235294118
0.10425515053803888,1.0982149159091994,4,0.7036464116800479,85,1,0,0,19,231.5111843573568,0.9479806375610836,1.0,0.5
0.12074114887779663,1.02994182226026,2,0.8900334958035394,90,5,0,3,14,107.76227134919262,0.9433592327574898,0.8918918918918919,0.08333333333333337
0.11981500704667158,0.9170217745787437,6,0.6328317865992523,80,2,1,4,16,479.0518685592895,0.9841463707717001,0.8809523809523809,0.05128205128205132
0.1143733419869604,0.8508625310126023,4,0.7559365831943226,81,6,0,0,14,202.25733363160842,0.9502491019107927,0.9411764705882353,0.2727272727272727
0.1111445525300809,0.8623470926189328,4,0.6111838067951573,83,9,0,0,12,216.4114467233011,0.8595082298636564,0.9047619047619048,0.2692307692307693
0.18053853620421728,1.187624506995516,2,0.9036631901799328,84,4,0,0,11,159.80740263355017,0.925440563862281,0.9,0.4375
0.18919347180225166,1.043991818876561,2,0.7593541729264404,87,4,1,2,14,184.27523854972853,0.9259870513230346,0.9375,0.22413793103448276
0.17287116406294292,1.042942172543252,3,0.8203512207116687,82,3,0,4,17,242.33728556742145,0.9285873064598172,1.0,0.4444444444444444
0.19314612339204468,1.0786496527579577,2,0.9096088010662187,81,5,0,0,16,126.64792420624532,0.8986302432179104,0.9166666666666666,0.12
0.16971393129536216,1.0106922063651165,6,0.9302317078887476,87,1,0,2,10,355.4993844242999,0.9627525252357172,0.8666666666666667,0.0714285714285714
0.14491656398487562,0.9273854871702817,7,0.7943585901080062,97,4,1,1,15,529.1193583089489,0.977161867970773,0.6938775510204082,0.0
0.15203187962750803,0.863066671494195,6,0.7905121540975535,82,8,0,0,10,242.78884342577936,0.9183734295340119,0.8823529411764706,0.16666666666666663
0.1991100739678418,1.046595190892954,4,0.7681453975354768,81,1,0,1,15,174.3610689060724,0.9707568971166427,0.7333333333333333,0.0
0.18115559539365636,0.9144401799685438,7,0.6690822645084089,85,7,0,4,17,396.206988857425,0.9049706173023492,0.9090909090909091,0.23076923076923073
0.1248897670586584,1.1280835645380607,3,0.6725184802472911,97,5,0,4,18,199.57328497058563,0.8899731969147192,0.9565217391304348,0.33333333333333337
